idx,q1,q2,q3,q4,q5,q6,tau1,tau2,tau3,tau4,tau5,tau6
0,0.09899330139160156,0.8695735931396484,0.7440681457519531,0.4747467041015625,-0.4190511703491211,-0.15735912322998047,-0.03418731689453125,-2.2495718002319336,11.398290634155273,1.8827838897705078,0.09523820877075195,-0.04151439666748047
1,-0.10585975646972656,0.7860307693481445,1.0900659561157227,-0.4999237060546875,0.806248664855957,0.2672233581542969,-0.0068378448486328125,-0.03418731689453125,-0.020513534545898438,-1.1941394805908203,0.21245431900024414,0.017093658447265625
2,-0.10585975646972656,0.8710994720458984,0.9718093872070312,-0.6128406524658203,0.6216144561767578,0.20237255096435547,-0.0068378448486328125,1.463247299194336,0.0,-0.8229546546936035,-0.3052501678466797,-0.07081794738769531
3,0.038338661193847656,0.9069585800170898,0.6807432174682617,-0.4285879135131836,0.5964374542236328,0.048638343811035156,-0.07521438598632812,-2.6461544036865234,11.117948532104492,1.5384612083435059,0.41514062881469727,-0.046398162841796875
4,-0.08411502838134766,1.3872356414794922,1.0336084365844727,0.12378883361816406,-0.7066831588745117,0.23289108276367188,-0.15726470947265625,-8.423931121826172,11.13846206665039,1.9584860801696777,-0.16117191314697266,-0.03174591064453125
5,0.2801933288574219,0.9149694442749023,1.2647819519042969,-0.8211259841918945,-0.20923900604248047,0.00438690185546875,-0.21196556091308594,-2.09914493560791,10.133333206176758,1.865689754486084,0.01953601837158203,-0.036629676818847656
6,-0.01239776611328125,1.152627944946289,1.3010225296020508,0.9115362167358398,1.548600196838379,0.2508201599121094,0.08888816833496094,-4.4581193923950195,9.935043334960938,0.6984124183654785,-0.5567765235900879,-0.15873050689697266
7,0.6986722946166992,1.5848398208618164,1.3189516067504883,-0.20313549041748047,-0.8646144866943359,0.3854808807373047,-0.6495723724365234,-9.176068305969238,10.05128288269043,1.931623935699463,-0.11965799331665039,-0.21733856201171875
