t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0022,approach,3,to_lo,-0.18444,0.70668,0.02613,1.06794,-0.01316,0.23442,-0.00324,-0.0122,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0068,0.0479,0.0889,0.2857,0.0024,-0.0220,-0.0024,1,1,1,1,1,1,1
0.0423,approach,3,to_lo,-0.18444,0.70668,0.02613,1.04391,-0.01240,0.23404,-0.00324,-0.0073,-0.0024,-0.0024,-0.0073,-0.0220,-0.0220,-0.0073,0.0342,0.0205,0.0752,2.1465,-0.0122,-0.0073,-0.0073,1,1,1,1,1,1,1
0.0825,approach,3,to_lo,-0.18444,0.70668,0.02613,1.04391,-0.01240,0.23404,-0.00324,-0.0073,-0.0024,-0.0024,-0.0073,-0.0220,-0.0220,-0.0073,0.0342,0.0205,0.0752,2.1465,-0.0122,-0.0073,-0.0073,1,1,1,1,1,1,1
0.1225,approach,3,to_lo,-0.18444,0.70668,0.02613,1.04391,-0.01240,0.23404,-0.00324,-0.0073,-0.0024,-0.0024,-0.0073,-0.0220,-0.0220,-0.0073,0.0342,0.0205,0.0752,2.1465,-0.0122,-0.0073,-0.0073,1,1,1,1,1,1,1
0.1625,approach,3,to_lo,-0.18444,0.70668,0.03681,1.05955,-0.01240,0.23404,-0.00324,-0.0073,-0.0024,0.1099,0.1392,-0.0073,-0.0220,-0.0073,0.0068,0.0068,3.8906,2.1123,-0.0366,-0.0073,-0.0024,1,1,1,1,1,1,1
0.2023,approach,3,to_lo,-0.18444,0.70668,0.03681,1.05955,-0.01240,0.23404,-0.00324,-0.0073,-0.0024,0.1099,0.1392,-0.0073,-0.0220,-0.0073,0.0068,0.0068,3.8906,2.1123,-0.0366,-0.0073,-0.0024,1,1,1,1,1,1,1
0.2423,approach,3,to_lo,-0.18444,0.70668,0.04368,1.06222,-0.01240,0.23404,-0.00324,-0.0024,-0.0073,0.0757,0.0659,0.0073,-0.0220,-0.0073,0.0342,0.0615,6.0513,2.3614,-0.0464,-0.0122,-0.0024,1,1,1,1,1,1,1
0.2824,approach,3,to_lo,-0.18444,0.70668,0.04368,1.06222,-0.01240,0.23404,-0.00324,-0.0024,-0.0073,0.0757,0.0659,0.0073,-0.0220,-0.0073,0.0342,0.0615,6.0513,2.3614,-0.0464,-0.0122,-0.0024,1,1,1,1,1,1,1
0.3225,approach,3,to_lo,-0.18444,0.70668,0.04368,1.06222,-0.01240,0.23404,-0.00324,-0.0024,-0.0073,0.0757,0.0659,0.0073,-0.0220,-0.0073,0.0342,0.0615,6.0513,2.3614,-0.0464,-0.0122,-0.0024,1,1,1,1,1,1,1
0.3625,approach,3,to_lo,-0.18444,0.70668,0.05207,1.06718,-0.01240,0.23404,-0.00362,-0.0073,0.0024,0.0415,0.0073,-0.0073,-0.0073,-0.0073,0.0342,0.0068,10.5641,2.3810,-0.0611,-0.0122,-0.0024,1,1,1,1,1,1,1
