t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0026,approach,2,to_lo,0.07305,-0.01812,1.71683,0.10014,-0.04482,-0.00706,-0.00324,-0.0073,0.0024,-0.0024,0.0073,-0.0366,-0.0220,-0.0073,0.0752,0.0068,-1.7983,-0.4908,-0.0024,-0.0073,-0.0024,1,1,1,1,1,1,1
0.0425,approach,2,to_lo,0.07305,-0.01812,1.71683,0.10014,-0.04482,-0.00706,-0.00324,-0.0073,0.0024,-0.0024,0.0073,-0.0366,-0.0220,-0.0073,0.0752,0.0068,-1.7983,-0.4908,-0.0024,-0.0073,-0.0024,1,1,1,1,1,1,1
0.0829,approach,2,to_lo,0.07305,-0.01545,1.71836,0.10700,-0.04482,-0.00706,-0.00324,-0.0024,0.1197,-0.0024,-0.0220,-0.0073,-0.0073,-0.0073,0.1436,4.5333,-3.8359,-1.1941,0.0122,-0.0122,-0.0024,1,1,1,1,1,1,1
0.1223,approach,2,to_lo,0.07305,-0.01545,1.71836,0.10700,-0.04482,-0.00706,-0.00324,-0.0024,0.1197,-0.0024,-0.0220,-0.0073,-0.0073,-0.0073,0.1436,4.5333,-3.8359,-1.1941,0.0122,-0.0122,-0.0024,1,1,1,1,1,1,1
0.1623,approach,2,to_lo,0.07305,-0.00324,1.71836,0.10166,-0.04482,-0.00706,-0.00324,-0.0024,0.1245,-0.0024,-0.1392,-0.0073,-0.0073,-0.0073,0.1436,6.5983,-4.3282,-1.2527,0.0122,-0.0171,-0.0024,1,1,1,1,1,1,1
0.2022,approach,2,to_lo,0.07305,-0.00324,1.71836,0.10166,-0.04482,-0.00706,-0.00324,-0.0024,0.1245,-0.0024,-0.1392,-0.0073,-0.0073,-0.0073,0.1436,6.5983,-4.3282,-1.2527,0.0122,-0.0171,-0.0024,1,1,1,1,1,1,1
0.2425,approach,2,to_lo,0.07305,-0.00324,1.71836,0.10166,-0.04482,-0.00706,-0.00324,-0.0024,0.1245,-0.0024,-0.1392,-0.0073,-0.0073,-0.0073,0.1436,6.5983,-4.3282,-1.2527,0.0122,-0.0171,-0.0024,1,1,1,1,1,1,1
0.2825,approach,2,to_lo,0.07305,0.01087,1.71836,0.09632,-0.04482,-0.00706,-0.00324,-0.0024,0.1148,-0.0073,-0.0220,-0.0220,-0.0073,0.0073,0.1709,13.2171,-5.0667,-1.1551,0.0122,-0.0171,-0.0024,1,1,1,1,1,1,1
0.3226,approach,2,to_lo,0.07305,0.01087,1.71836,0.09632,-0.04482,-0.00706,-0.00324,-0.0024,0.1148,-0.0073,-0.0220,-0.0220,-0.0073,0.0073,0.1709,13.2171,-5.0667,-1.1551,0.0122,-0.0171,-0.0024,1,1,1,1,1,1,1
0.3625,approach,2,to_lo,0.07305,0.01850,1.71797,0.09480,-0.04482,-0.00706,-0.00324,-0.0073,0.1050,-0.0073,-0.0220,-0.0073,0.0073,0.0073,0.1573,17.5795,-5.2855,-1.1893,0.0073,-0.0171,-0.0073,1,1,1,1,1,1,1
0.4023,approach,2,to_lo,0.07305,0.01850,1.71797,0.09480,-0.04482,-0.00706,-0.00324,-0.0073,0.1050,-0.0073,-0.0220,-0.0073,0.0073,0.0073,0.1573,17.5795,-5.2855,-1.1893,0.0073,-0.0171,-0.0073,1,1,1,1,1,1,1
0.4429,approach,2,to_lo,0.07305,0.01850,1.71797,0.09480,-0.04482,-0.00706,-0.00324,-0.0073,0.1050,-0.0073,-0.0220,-0.0073,0.0073,0.0073,0.1573,17.5795,-5.2855,-1.1893,0.0073,-0.0171,-0.0073,1,1,1,1,1,1,1
0.4825,approach,2,to_lo,0.07305,0.03224,1.71759,0.09213,-0.04482,-0.00706,-0.00324,-0.0073,0.0855,-0.0073,-0.0659,-0.0073,0.0073,-0.0073,0.1573,19.7128,-5.5453,-1.1209,0.0024,-0.0220,-0.0073,1,1,1,1,1,1,1
0.5227,approach,2,to_lo,0.07305,0.03224,1.71759,0.09213,-0.04482,-0.00706,-0.00324,-0.0073,0.0855,-0.0073,-0.0659,-0.0073,0.0073,-0.0073,0.1573,19.7128,-5.5453,-1.1209,0.0024,-0.0220,-0.0073,1,1,1,1,1,1,1
0.5630,approach,2,to_lo,0.07305,0.04177,1.71721,0.09174,-0.04482,-0.00706,-0.00362,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,-0.0073,-0.0073,0.1573,18.9880,-5.1487,-1.0916,0.0024,-0.0220,-0.0122,1,1,1,1,1,1,1
0.6028,approach,2,to_lo,0.07305,0.04177,1.71721,0.09174,-0.04482,-0.00706,-0.00362,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,-0.0073,-0.0073,0.1573,18.9880,-5.1487,-1.0916,0.0024,-0.0220,-0.0122,1,1,1,1,1,1,1
0.6425,approach,2,to_lo,0.07305,0.04177,1.71721,0.09174,-0.04482,-0.00706,-0.00362,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,-0.0073,-0.0073,0.1573,18.9880,-5.1487,-1.0916,0.0024,-0.0220,-0.0122,1,1,1,1,1,1,1
0.6826,approach,2,to_lo,0.07305,0.05360,1.71645,0.09060,-0.04482,-0.00706,-0.00324,-0.0024,0.1197,-0.0073,-0.0366,-0.0220,-0.0073,-0.0073,0.1299,18.9880,-4.7932,-0.9890,-0.0073,-0.0220,-0.0122,1,1,1,1,1,1,1
0.7223,approach,2,to_lo,0.07305,0.05360,1.71645,0.09060,-0.04482,-0.00706,-0.00324,-0.0024,0.1197,-0.0073,-0.0366,-0.0220,-0.0073,-0.0073,0.1299,18.9880,-4.7932,-0.9890,-0.0073,-0.0220,-0.0122,1,1,1,1,1,1,1
0.7625,approach,2,to_lo,0.07305,0.06085,1.71645,0.09098,-0.04482,-0.00744,-0.00362,-0.0024,0.0708,-0.0073,-0.0073,-0.0073,-0.0220,-0.0073,0.1299,18.5231,-5.0256,-0.9890,-0.0073,-0.0269,-0.0122,1,1,1,1,1,1,1
0.8024,approach,2,to_lo,0.07305,0.06085,1.71645,0.09098,-0.04482,-0.00744,-0.00362,-0.0024,0.0708,-0.0073,-0.0073,-0.0073,-0.0220,-0.0073,0.1299,18.5231,-5.0256,-0.9890,-0.0073,-0.0269,-0.0122,1,1,1,1,1,1,1
0.8425,approach,2,to_lo,0.07305,0.06085,1.71645,0.09098,-0.04482,-0.00744,-0.00362,-0.0024,0.0708,-0.0073,-0.0073,-0.0073,-0.0220,-0.0073,0.1299,18.5231,-5.0256,-0.9890,-0.0073,-0.0269,-0.0122,1,1,1,1,1,1,1
0.8822,approach,2,to_lo,0.07305,0.06847,1.71607,0.09098,-0.04482,-0.00744,-0.00324,0.0024,0.0757,-0.0073,-0.0073,-0.0073,-0.0220,-0.0073,0.1299,19.7949,-4.6427,-0.9597,-0.0122,-0.0269,-0.0122,1,1,1,1,1,1,1
0.9222,approach,2,to_lo,0.07305,0.06847,1.71607,0.09098,-0.04482,-0.00744,-0.00324,0.0024,0.0757,-0.0073,-0.0073,-0.0073,-0.0220,-0.0073,0.1299,19.7949,-4.6427,-0.9597,-0.0122,-0.0269,-0.0122,1,1,1,1,1,1,1
0.9627,approach,2,to_lo,0.07305,0.07458,1.71607,0.09136,-0.04482,-0.00744,-0.00324,-0.0024,0.0513,0.0024,-0.0220,-0.0073,-0.0220,-0.0073,0.1162,18.6598,-4.8068,-0.9695,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.0027,approach,2,to_lo,0.07305,0.07458,1.71607,0.09136,-0.04482,-0.00744,-0.00324,-0.0024,0.0513,0.0024,-0.0220,-0.0073,-0.0220,-0.0073,0.1162,18.6598,-4.8068,-0.9695,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.0425,approach,2,to_lo,0.07305,0.07458,1.71607,0.09136,-0.04482,-0.00744,-0.00324,-0.0024,0.0513,0.0024,-0.0220,-0.0073,-0.0220,-0.0073,0.1162,18.6598,-4.8068,-0.9695,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.0828,approach,2,to_lo,0.07305,0.08144,1.71569,0.09098,-0.04482,-0.00706,-0.00324,-0.0073,0.0464,-0.0122,-0.0073,0.0073,-0.0073,-0.0073,0.1026,18.8376,-4.6291,-0.9353,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.1228,approach,2,to_lo,0.07305,0.08144,1.71569,0.09098,-0.04482,-0.00706,-0.00324,-0.0073,0.0464,-0.0122,-0.0073,0.0073,-0.0073,-0.0073,0.1026,18.8376,-4.6291,-0.9353,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.1621,approach,2,to_lo,0.07305,0.08450,1.71530,0.09136,-0.04482,-0.00706,-0.00324,-0.0024,0.0317,-0.0024,0.0073,-0.0220,0.0073,-0.0073,0.0889,19.7538,-4.3282,-0.9353,-0.0171,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2023,approach,2,to_lo,0.07305,0.08450,1.71530,0.09136,-0.04482,-0.00706,-0.00324,-0.0024,0.0317,-0.0024,0.0073,-0.0220,0.0073,-0.0073,0.0889,19.7538,-4.3282,-0.9353,-0.0171,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2429,approach,2,to_lo,0.07305,0.08450,1.71530,0.09136,-0.04482,-0.00706,-0.00324,-0.0024,0.0317,-0.0024,0.0073,-0.0220,0.0073,-0.0073,0.0889,19.7538,-4.3282,-0.9353,-0.0171,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2824,approach,2,to_lo,0.07305,0.09136,1.71530,0.09098,-0.04482,-0.00706,-0.00324,-0.0024,0.0611,-0.0073,-0.0073,-0.0073,0.0073,0.0073,0.0615,17.8120,-4.2872,-0.9109,-0.0220,-0.0269,-0.0122,1,1,1,1,1,1,1
1.3226,approach,2,to_lo,0.07305,0.09136,1.71530,0.09098,-0.04482,-0.00706,-0.00324,-0.0024,0.0611,-0.0073,-0.0073,-0.0073,0.0073,0.0073,0.0615,17.8120,-4.2872,-0.9109,-0.0220,-0.0269,-0.0122,1,1,1,1,1,1,1
1.3626,approach,2,to_lo,0.07305,0.09365,1.71492,0.09098,-0.04482,-0.00706,-0.00324,-0.0024,0.0171,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,0.0752,18.3590,-4.0957,-0.8718,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.4026,approach,2,to_lo,0.07305,0.09365,1.71492,0.09098,-0.04482,-0.00706,-0.00324,-0.0024,0.0171,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,0.0752,18.3590,-4.0957,-0.8718,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.4427,approach,2,to_lo,0.07305,0.09365,1.71492,0.09098,-0.04482,-0.00706,-0.00324,-0.0024,0.0171,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,0.0752,18.3590,-4.0957,-0.8718,-0.0171,-0.0269,-0.0122,1,1,1,1,1,1,1
1.4823,approach,2,to_lo,0.07305,0.09709,1.71492,0.09136,-0.04482,-0.00706,-0.00324,-0.0024,0.0415,-0.0073,-0.0073,-0.0073,0.0073,-0.0073,0.0752,18.9880,-4.1504,-0.8864,-0.0220,-0.0220,-0.0073,1,1,1,1,1,1,1
1.5227,approach,2,to_lo,0.07305,0.09709,1.71492,0.09136,-0.04482,-0.00706,-0.00324,-0.0024,0.0415,-0.0073,-0.0073,-0.0073,0.0073,-0.0073,0.0752,18.9880,-4.1504,-0.8864,-0.0220,-0.0220,-0.0073,1,1,1,1,1,1,1
1.5630,approach,2,to_lo,0.07305,0.09976,1.71492,0.09136,-0.04482,-0.00706,-0.00324,0.0024,0.0366,-0.0073,-0.0220,-0.0073,0.0073,-0.0073,0.0615,19.0427,-4.1368,-0.8864,-0.0220,-0.0220,-0.0073,1,1,1,1,1,1,1
