t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0026,approach,2,to_lo,-0.00591,0.00744,0.01698,1.58255,0.08640,0.01125,-0.00324,-0.0024,-0.0024,-0.0024,0.0073,-0.0220,-0.0073,-0.0073,0.0068,-0.1026,-0.0205,-0.0122,-0.0122,-0.0024,-0.0073,1,1,1,1,1,1,1
0.0427,approach,2,to_lo,-0.00591,0.00629,0.01698,1.59171,0.07954,0.01125,-0.00324,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0073,-0.0205,0.6222,0.0068,0.1636,-0.1050,-0.0122,-0.0073,1,1,1,1,1,1,1
0.0828,approach,2,to_lo,-0.00591,0.00629,0.01698,1.59171,0.07954,0.01125,-0.00324,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0073,-0.0205,0.6222,0.0068,0.1636,-0.1050,-0.0122,-0.0073,1,1,1,1,1,1,1
0.1227,approach,2,to_lo,-0.00591,0.01545,0.01698,1.58942,0.07992,0.01125,-0.00324,-0.0024,0.1148,0.0024,-0.0806,0.0073,0.0073,0.0073,-0.0479,3.4256,-0.0068,-0.0659,-0.0317,-0.0122,-0.0073,1,1,1,1,1,1,1
0.1624,approach,2,to_lo,-0.00591,0.01545,0.01698,1.58942,0.07992,0.01125,-0.00324,-0.0024,0.1148,0.0024,-0.0806,0.0073,0.0073,0.0073,-0.0479,3.4256,-0.0068,-0.0659,-0.0317,-0.0122,-0.0073,1,1,1,1,1,1,1
0.2025,approach,2,to_lo,-0.00591,0.01545,0.01698,1.58942,0.07992,0.01125,-0.00324,-0.0024,0.1148,0.0024,-0.0806,0.0073,0.0073,0.0073,-0.0479,3.4256,-0.0068,-0.0659,-0.0317,-0.0122,-0.0073,1,1,1,1,1,1,1
0.2425,approach,2,to_lo,-0.00591,0.02804,0.01698,1.58255,0.08221,0.01125,-0.00324,-0.0024,0.1343,-0.0024,-0.0513,0.0073,-0.0073,-0.0073,-0.0479,7.8564,-0.0205,-0.2076,-0.0024,-0.0122,-0.0073,1,1,1,1,1,1,1
0.2824,approach,2,to_lo,-0.00591,0.02804,0.01698,1.58255,0.08221,0.01125,-0.00324,-0.0024,0.1343,-0.0024,-0.0513,0.0073,-0.0073,-0.0073,-0.0479,7.8564,-0.0205,-0.2076,-0.0024,-0.0122,-0.0073,1,1,1,1,1,1,1
0.3223,approach,2,to_lo,-0.00591,0.03719,0.01698,1.58064,0.08450,0.01125,-0.00324,-0.0024,0.1294,-0.0024,-0.0220,0.0220,0.0073,-0.0073,-0.0479,8.2120,-0.0342,-0.4176,-0.0220,-0.0171,-0.0073,1,1,1,1,1,1,1
0.3624,approach,2,to_lo,-0.00591,0.03719,0.01698,1.58064,0.08450,0.01125,-0.00324,-0.0024,0.1294,-0.0024,-0.0220,0.0220,0.0073,-0.0073,-0.0479,8.2120,-0.0342,-0.4176,-0.0220,-0.0171,-0.0073,1,1,1,1,1,1,1
0.4025,approach,2,to_lo,-0.00591,0.03719,0.01698,1.58064,0.08450,0.01125,-0.00324,-0.0024,0.1294,-0.0024,-0.0220,0.0220,0.0073,-0.0073,-0.0479,8.2120,-0.0342,-0.4176,-0.0220,-0.0171,-0.0073,1,1,1,1,1,1,1
0.4427,approach,2,to_lo,-0.00591,0.05093,0.01698,1.57340,0.08602,0.01125,-0.00324,-0.0024,0.0757,0.0024,-0.0806,-0.0073,-0.0073,-0.0073,-0.0479,6.0923,-0.0342,-0.2222,-0.0464,-0.0220,-0.0073,1,1,1,1,1,1,1
0.4831,approach,2,to_lo,-0.00591,0.05093,0.01698,1.57340,0.08602,0.01125,-0.00324,-0.0024,0.0757,0.0024,-0.0806,-0.0073,-0.0073,-0.0073,-0.0479,6.0923,-0.0342,-0.2222,-0.0464,-0.0220,-0.0073,1,1,1,1,1,1,1
0.5225,approach,2,to_lo,-0.00591,0.05856,0.01698,1.57225,0.08602,0.01125,-0.00324,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,0.0073,-0.0073,-0.0479,5.4085,-0.0479,-0.2125,-0.0464,-0.0220,-0.0122,1,1,1,1,1,1,1
0.5623,approach,2,to_lo,-0.00591,0.05856,0.01698,1.57225,0.08602,0.01125,-0.00324,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,0.0073,-0.0073,-0.0479,5.4085,-0.0479,-0.2125,-0.0464,-0.0220,-0.0122,1,1,1,1,1,1,1
0.6027,approach,2,to_lo,-0.00591,0.05856,0.01698,1.57225,0.08602,0.01125,-0.00324,-0.0024,0.0806,-0.0024,-0.0073,-0.0220,0.0073,-0.0073,-0.0479,5.4085,-0.0479,-0.2125,-0.0464,-0.0220,-0.0122,1,1,1,1,1,1,1
0.6425,approach,2,to_lo,-0.00591,0.06771,0.01698,1.57225,0.08602,0.01125,-0.00324,-0.0024,0.0562,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0479,5.7915,-0.0479,-0.2759,-0.0415,-0.0269,-0.0073,1,1,1,1,1,1,1
0.6827,approach,2,to_lo,-0.00591,0.06771,0.01698,1.57225,0.08602,0.01125,-0.00324,-0.0024,0.0562,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0479,5.7915,-0.0479,-0.2759,-0.0415,-0.0269,-0.0073,1,1,1,1,1,1,1
0.7225,approach,2,to_lo,-0.00591,0.07305,0.01698,1.57187,0.08602,0.01125,-0.00324,-0.0024,0.0659,-0.0024,-0.0220,0.0073,-0.0073,0.0073,-0.0615,5.3675,-0.0615,-0.2955,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
0.7625,approach,2,to_lo,-0.00591,0.07305,0.01698,1.57187,0.08602,0.01125,-0.00324,-0.0024,0.0659,-0.0024,-0.0220,0.0073,-0.0073,0.0073,-0.0615,5.3675,-0.0615,-0.2955,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
0.8025,approach,2,to_lo,-0.00591,0.07305,0.01698,1.57187,0.08602,0.01125,-0.00324,-0.0024,0.0659,-0.0024,-0.0220,0.0073,-0.0073,0.0073,-0.0615,5.3675,-0.0615,-0.2955,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
0.8425,approach,2,to_lo,-0.00591,0.08030,0.01698,1.57149,0.08602,0.01125,-0.00324,-0.0024,0.0708,-0.0024,-0.0073,0.0073,-0.0220,-0.0073,-0.0479,5.5179,-0.0752,-0.3150,-0.0366,-0.0220,-0.0073,1,1,1,1,1,1,1
0.8827,approach,2,to_lo,-0.00591,0.08030,0.01698,1.57149,0.08602,0.01125,-0.00324,-0.0024,0.0708,-0.0024,-0.0073,0.0073,-0.0220,-0.0073,-0.0479,5.5179,-0.0752,-0.3150,-0.0366,-0.0220,-0.0073,1,1,1,1,1,1,1
0.9225,approach,2,to_lo,-0.00591,0.08412,0.01698,1.57073,0.08602,0.01125,-0.00324,-0.0073,0.0611,-0.0024,-0.0366,-0.0073,0.0073,-0.0073,-0.0615,5.8051,-0.0889,-0.2759,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
0.9624,approach,2,to_lo,-0.00591,0.08412,0.01698,1.57073,0.08602,0.01125,-0.00324,-0.0073,0.0611,-0.0024,-0.0366,-0.0073,0.0073,-0.0073,-0.0615,5.8051,-0.0889,-0.2759,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
1.0026,approach,2,to_lo,-0.00591,0.08412,0.01698,1.57073,0.08602,0.01125,-0.00324,-0.0073,0.0611,-0.0024,-0.0366,-0.0073,0.0073,-0.0073,-0.0615,5.8051,-0.0889,-0.2759,-0.0366,-0.0269,-0.0073,1,1,1,1,1,1,1
1.0427,approach,2,to_lo,-0.00591,0.08946,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0415,0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.0752,5.6684,-0.1026,-0.1636,-0.0317,-0.0269,-0.0122,1,1,1,1,1,1,1
1.0828,approach,2,to_lo,-0.00591,0.08946,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0415,0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.0752,5.6684,-0.1026,-0.1636,-0.0317,-0.0269,-0.0122,1,1,1,1,1,1,1
1.1227,approach,2,to_lo,-0.00591,0.09289,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0513,-0.0024,-0.0220,-0.0073,-0.0073,0.0073,-0.0752,5.2444,-0.1162,-0.1294,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.1626,approach,2,to_lo,-0.00591,0.09289,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0513,-0.0024,-0.0220,-0.0073,-0.0073,0.0073,-0.0752,5.2444,-0.1162,-0.1294,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2028,approach,2,to_lo,-0.00591,0.09289,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0513,-0.0024,-0.0220,-0.0073,-0.0073,0.0073,-0.0752,5.2444,-0.1162,-0.1294,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2426,approach,2,to_lo,-0.00591,0.09670,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0269,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0889,5.9145,-0.1162,-0.0952,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.2827,approach,2,to_lo,-0.00591,0.09670,0.01698,1.56920,0.08602,0.01125,-0.00324,-0.0024,0.0269,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0889,5.9145,-0.1162,-0.0952,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.3231,approach,2,to_lo,-0.00591,0.09937,0.01698,1.56958,0.08602,0.01125,-0.00324,0.0024,0.0269,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0889,5.3538,-0.1162,-0.0806,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.3624,approach,2,to_lo,-0.00591,0.09937,0.01698,1.56958,0.08602,0.01125,-0.00324,0.0024,0.0269,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0889,5.3538,-0.1162,-0.0806,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.4025,approach,2,to_lo,-0.00591,0.09937,0.01698,1.56958,0.08602,0.01125,-0.00324,0.0024,0.0269,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0889,5.3538,-0.1162,-0.0806,-0.0269,-0.0317,-0.0122,1,1,1,1,1,1,1
1.4430,approach,2,to_lo,-0.00591,0.10205,0.01698,1.56996,0.08602,0.01125,-0.00324,0.0024,0.0366,-0.0024,-0.0073,-0.0220,-0.0220,0.0073,-0.0889,5.7915,-0.1162,-0.0757,-0.0269,-0.0366,-0.0122,1,1,1,1,1,1,1
1.9455,sweep,2,+up,-0.00591,0.10319,0.01698,1.56996,0.08602,0.01125,-0.00324,-0.0024,0.0122,-0.0024,-0.0073,-0.0073,0.0073,-0.0073,-0.1026,5.7368,-0.1299,-0.0708,-0.0269,-0.0366,-0.0171,1,1,1,1,1,1,1
1.9855,sweep,2,+up,-0.00591,0.10319,0.01698,1.56996,0.08602,0.01125,-0.00324,-0.0024,0.0122,-0.0024,-0.0073,-0.0073,0.0073,-0.0073,-0.1026,5.7368,-0.1299,-0.0708,-0.0269,-0.0366,-0.0171,1,1,1,1,1,1,1
2.0256,sweep,2,+up,-0.00591,0.11730,0.01698,1.57301,0.08640,0.01087,-0.00324,-0.0024,0.1832,-0.0073,0.1392,-0.0073,-0.0073,-0.0073,-0.1436,6.7897,-0.1709,-0.2564,-0.0366,-0.0366,-0.0122,1,1,1,1,1,1,1
