t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0026,approach,5,to_lo,0.24281,1.10800,0.82837,-0.50641,0.19055,0.18368,-0.00324,-0.0024,-0.0024,-0.0073,0.0073,-0.0073,-0.0073,-0.0220,0.0615,0.0342,0.5265,-0.0024,-0.0024,-0.0122,-0.0122,1,1,1,1,1,1,1
0.0423,approach,5,to_lo,0.24281,1.10800,0.82837,-0.50641,0.19055,0.18368,-0.00324,-0.0024,-0.0024,-0.0073,0.0073,-0.0073,-0.0073,-0.0220,0.0615,0.0342,0.5265,-0.0024,-0.0024,-0.0122,-0.0122,1,1,1,1,1,1,1
0.0825,approach,5,to_lo,0.24281,1.10800,0.82837,-0.50641,0.19055,0.18368,-0.00324,-0.0024,-0.0024,-0.0073,0.0073,-0.0073,-0.0073,-0.0220,0.0615,0.0342,0.5265,-0.0024,-0.0024,-0.0122,-0.0122,1,1,1,1,1,1,1
0.1226,approach,5,to_lo,0.24281,1.11181,0.82341,-0.52434,0.17987,0.18368,-0.00324,-0.0024,0.0024,0.0024,0.0806,-0.1392,-0.0073,-0.0220,0.4581,-4.6701,7.9111,1.8339,-0.0317,-0.0171,-0.0073,1,1,1,1,1,1,1
0.1624,approach,5,to_lo,0.24281,1.11181,0.82341,-0.52434,0.17987,0.18368,-0.00324,-0.0024,0.0024,0.0024,0.0806,-0.1392,-0.0073,-0.0220,0.4581,-4.6701,7.9111,1.8339,-0.0317,-0.0171,-0.0073,1,1,1,1,1,1,1
0.2025,approach,5,to_lo,0.24281,1.11143,0.82341,-0.51518,0.16957,0.18368,-0.00324,0.0024,-0.0024,-0.0024,0.0952,-0.1099,0.0220,-0.0220,0.4444,-5.1214,8.6632,1.5116,-0.0757,-0.0220,-0.0122,1,1,1,1,1,1,1
0.2425,approach,5,to_lo,0.24281,1.11143,0.82341,-0.51518,0.16957,0.18368,-0.00324,0.0024,-0.0024,-0.0024,0.0952,-0.1099,0.0220,-0.0220,0.4444,-5.1214,8.6632,1.5116,-0.0757,-0.0220,-0.0122,1,1,1,1,1,1,1
0.2825,approach,5,to_lo,0.24281,1.11143,0.82341,-0.51518,0.16957,0.18368,-0.00324,0.0024,-0.0024,-0.0024,0.0952,-0.1099,0.0220,-0.0220,0.4444,-5.1214,8.6632,1.5116,-0.0757,-0.0220,-0.0122,1,1,1,1,1,1,1
0.3224,approach,5,to_lo,0.24281,1.11143,0.82380,-0.51251,0.15125,0.18368,-0.00324,-0.0024,-0.0073,-0.0024,0.0513,-0.1245,-0.0073,-0.0073,0.4308,-5.4906,9.9214,1.6679,-0.0562,-0.0366,-0.0122,1,1,1,1,1,1,1
0.3623,approach,5,to_lo,0.24281,1.11143,0.82380,-0.51251,0.15125,0.18368,-0.00324,-0.0024,-0.0073,-0.0024,0.0513,-0.1245,-0.0073,-0.0073,0.4308,-5.4906,9.9214,1.6679,-0.0562,-0.0366,-0.0122,1,1,1,1,1,1,1
0.4023,approach,5,to_lo,0.24281,1.11028,0.82380,-0.51099,0.13905,0.18368,-0.00324,-0.0024,-0.0122,0.0024,-0.0073,-0.2125,0.0220,-0.0073,0.3761,-4.7248,10.3863,1.6777,-0.0513,-0.0366,-0.0073,1,1,1,1,1,1,1
0.4425,approach,5,to_lo,0.24281,1.11028,0.82380,-0.51099,0.13905,0.18368,-0.00324,-0.0024,-0.0122,0.0024,-0.0073,-0.2125,0.0220,-0.0073,0.3761,-4.7248,10.3863,1.6777,-0.0513,-0.0366,-0.0073,1,1,1,1,1,1,1
0.4825,approach,5,to_lo,0.24281,1.11028,0.82380,-0.51099,0.13905,0.18368,-0.00324,-0.0024,-0.0122,0.0024,-0.0073,-0.2125,0.0220,-0.0073,0.3761,-4.7248,10.3863,1.6777,-0.0513,-0.0366,-0.0073,1,1,1,1,1,1,1
0.5226,approach,5,to_lo,0.24281,1.11028,0.82418,-0.51060,0.12188,0.18368,-0.00324,0.0024,-0.0073,-0.0024,-0.0073,-0.1392,0.0073,-0.0073,0.3350,-4.9573,11.1111,1.7949,-0.0806,-0.0415,-0.0122,1,1,1,1,1,1,1
