t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0024,approach,3,to_lo,0.08412,0.01926,0.02880,0.91688,0.00668,0.05398,-0.00362,-0.0073,-0.0024,-0.0024,-0.0073,-0.0073,0.0073,-0.0073,0.0068,-0.0068,-0.0068,0.1294,-0.0024,0.0024,-0.0122,1,1,1,1,1,1,1
0.0425,approach,3,to_lo,0.08412,0.01926,0.02880,0.91688,0.00668,0.05398,-0.00362,-0.0073,-0.0024,-0.0024,-0.0073,-0.0073,0.0073,-0.0073,0.0068,-0.0068,-0.0068,0.1294,-0.0024,0.0024,-0.0122,1,1,1,1,1,1,1
0.0824,approach,3,to_lo,0.08412,0.01926,0.02880,0.91688,0.00668,0.05398,-0.00362,-0.0073,-0.0024,-0.0024,-0.0073,-0.0073,0.0073,-0.0073,0.0068,-0.0068,-0.0068,0.1294,-0.0024,0.0024,-0.0122,1,1,1,1,1,1,1
0.1224,approach,3,to_lo,0.08412,0.01926,0.03567,0.90619,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0904,0.0806,-0.0073,0.0073,-0.0220,-0.0068,-0.0342,2.5094,1.5263,-0.0122,-0.0024,-0.0073,1,1,1,1,1,1,1
0.1626,approach,3,to_lo,0.08412,0.01926,0.03567,0.90619,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0904,0.0806,-0.0073,0.0073,-0.0220,-0.0068,-0.0342,2.5094,1.5263,-0.0122,-0.0024,-0.0073,1,1,1,1,1,1,1
0.2025,approach,3,to_lo,0.08412,0.01926,0.04292,0.91154,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0806,0.0073,-0.0073,0.0073,-0.0073,-0.0205,-0.0205,4.1915,1.4774,-0.0220,0.0024,-0.0024,1,1,1,1,1,1,1
0.2427,approach,3,to_lo,0.08412,0.01926,0.04292,0.91154,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0806,0.0073,-0.0073,0.0073,-0.0073,-0.0205,-0.0205,4.1915,1.4774,-0.0220,0.0024,-0.0024,1,1,1,1,1,1,1
0.2826,approach,3,to_lo,0.08412,0.01926,0.04292,0.91154,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0806,0.0073,-0.0073,0.0073,-0.0073,-0.0205,-0.0205,4.1915,1.4774,-0.0220,0.0024,-0.0024,1,1,1,1,1,1,1
0.3226,approach,3,to_lo,0.08412,0.01926,0.05131,0.91688,0.00668,0.05360,-0.00362,-0.0024,-0.0024,0.0757,0.0659,0.0073,-0.0073,0.0073,-0.0479,-0.0479,8.7043,1.3700,-0.0220,0.0073,-0.0073,1,1,1,1,1,1,1
0.3626,approach,3,to_lo,0.08412,0.01926,0.05131,0.91688,0.00668,0.05360,-0.00362,-0.0024,-0.0024,0.0757,0.0659,0.0073,-0.0073,0.0073,-0.0479,-0.0479,8.7043,1.3700,-0.0220,0.0073,-0.0073,1,1,1,1,1,1,1
0.4024,approach,3,to_lo,0.08412,0.01926,0.05627,0.91726,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0855,-0.0220,-0.0073,0.0073,-0.0073,-0.0615,-0.0615,11.7402,1.4286,-0.0269,0.0073,-0.0024,1,1,1,1,1,1,1
0.4423,approach,3,to_lo,0.08412,0.01926,0.05627,0.91726,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0855,-0.0220,-0.0073,0.0073,-0.0073,-0.0615,-0.0615,11.7402,1.4286,-0.0269,0.0073,-0.0024,1,1,1,1,1,1,1
0.4825,approach,3,to_lo,0.08412,0.01926,0.05627,0.91726,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0855,-0.0220,-0.0073,0.0073,-0.0073,-0.0615,-0.0615,11.7402,1.4286,-0.0269,0.0073,-0.0024,1,1,1,1,1,1,1
0.5226,approach,3,to_lo,0.08412,0.01926,0.06695,0.92107,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0659,-0.0073,-0.0073,0.0073,-0.0073,-0.0752,-0.0752,10.4684,1.1990,-0.0317,0.0024,-0.0024,1,1,1,1,1,1,1
0.5624,approach,3,to_lo,0.08412,0.01926,0.06695,0.92107,0.00668,0.05360,-0.00324,-0.0024,-0.0024,0.0659,-0.0073,-0.0073,0.0073,-0.0073,-0.0752,-0.0752,10.4684,1.1990,-0.0317,0.0024,-0.0024,1,1,1,1,1,1,1
0.6025,approach,3,to_lo,0.08412,0.01926,0.07191,0.91993,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0611,-0.0073,-0.0073,-0.0220,0.0073,-0.0752,-0.1026,10.9744,1.2479,-0.0366,0.0073,-0.0024,1,1,1,1,1,1,1
0.6426,approach,3,to_lo,0.08412,0.01926,0.07191,0.91993,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0611,-0.0073,-0.0073,-0.0220,0.0073,-0.0752,-0.1026,10.9744,1.2479,-0.0366,0.0073,-0.0024,1,1,1,1,1,1,1
0.6825,approach,3,to_lo,0.08412,0.01926,0.07191,0.91993,0.00668,0.05360,-0.00324,-0.0024,0.0024,0.0611,-0.0073,-0.0073,-0.0220,0.0073,-0.0752,-0.1026,10.9744,1.2479,-0.0366,0.0073,-0.0024,1,1,1,1,1,1,1
0.7228,approach,3,to_lo,0.08412,0.01926,0.07992,0.92069,0.00668,0.05360,-0.00362,-0.0024,0.0024,0.0562,-0.0073,-0.0073,0.0073,-0.0220,-0.0889,-0.1026,10.0991,1.1893,-0.0366,0.0073,-0.0024,1,1,1,1,1,1,1
0.7625,approach,3,to_lo,0.08412,0.01926,0.07992,0.92069,0.00668,0.05360,-0.00362,-0.0024,0.0024,0.0562,-0.0073,-0.0073,0.0073,-0.0220,-0.0889,-0.1026,10.0991,1.1893,-0.0366,0.0073,-0.0024,1,1,1,1,1,1,1
0.8025,approach,3,to_lo,0.08412,0.01926,0.08373,0.92031,0.00668,0.05360,-0.00362,0.0024,-0.0024,0.0269,-0.0220,0.0073,-0.0220,-0.0073,-0.1026,-0.1026,10.4821,1.1941,-0.0415,0.0073,-0.0073,1,1,1,1,1,1,1
0.8423,approach,3,to_lo,0.08412,0.01926,0.08373,0.92031,0.00668,0.05360,-0.00362,0.0024,-0.0024,0.0269,-0.0220,0.0073,-0.0220,-0.0073,-0.1026,-0.1026,10.4821,1.1941,-0.0415,0.0073,-0.0073,1,1,1,1,1,1,1
0.8824,approach,3,to_lo,0.08412,0.01926,0.08373,0.92031,0.00668,0.05360,-0.00362,0.0024,-0.0024,0.0269,-0.0220,0.0073,-0.0220,-0.0073,-0.1026,-0.1026,10.4821,1.1941,-0.0415,0.0073,-0.0073,1,1,1,1,1,1,1
0.9223,approach,3,to_lo,0.08412,0.01926,0.08907,0.92031,0.00668,0.05360,-0.00362,-0.0024,-0.0024,0.0220,-0.0220,-0.0220,-0.0073,0.0073,-0.1162,-0.1162,10.3179,1.1697,-0.0513,0.0073,-0.0073,1,1,1,1,1,1,1
0.9623,approach,3,to_lo,0.08412,0.01926,0.08907,0.92031,0.00668,0.05360,-0.00362,-0.0024,-0.0024,0.0220,-0.0220,-0.0220,-0.0073,0.0073,-0.1162,-0.1162,10.3179,1.1697,-0.0513,0.0073,-0.0073,1,1,1,1,1,1,1
1.0023,approach,3,to_lo,0.08412,0.01926,0.09251,0.92031,0.00668,0.05360,-0.00362,-0.0024,-0.0073,0.0415,-0.0366,-0.0220,-0.0073,-0.0073,-0.1299,-0.1299,10.3043,1.1648,-0.0513,0.0073,-0.0073,1,1,1,1,1,1,1
1.0422,approach,3,to_lo,0.08412,0.01926,0.09251,0.92031,0.00668,0.05360,-0.00362,-0.0024,-0.0073,0.0415,-0.0366,-0.0220,-0.0073,-0.0073,-0.1299,-0.1299,10.3043,1.1648,-0.0513,0.0073,-0.0073,1,1,1,1,1,1,1
1.0823,approach,3,to_lo,0.08412,0.01926,0.09251,0.92031,0.00668,0.05360,-0.00362,-0.0024,-0.0073,0.0415,-0.0366,-0.0220,-0.0073,-0.0073,-0.1299,-0.1299,10.3043,1.1648,-0.0513,0.0073,-0.0073,1,1,1,1,1,1,1
1.1224,approach,3,to_lo,0.08412,0.01926,0.09670,0.92031,0.00668,0.05360,-0.00362,-0.0024,0.0024,0.0220,-0.0073,-0.0073,0.0073,-0.0220,-0.1299,-0.1436,10.1128,1.1600,-0.0611,0.0073,-0.0024,1,1,1,1,1,1,1
1.1624,approach,3,to_lo,0.08412,0.01926,0.09670,0.92031,0.00668,0.05360,-0.00362,-0.0024,0.0024,0.0220,-0.0073,-0.0073,0.0073,-0.0220,-0.1299,-0.1436,10.1128,1.1600,-0.0611,0.0073,-0.0024,1,1,1,1,1,1,1
1.2024,approach,3,to_lo,0.08412,0.01926,0.09861,0.92031,0.00668,0.05360,-0.00362,-0.0073,-0.0024,0.0171,0.0073,-0.0073,-0.0073,-0.0073,-0.1436,-0.1709,10.4957,1.1355,-0.0659,0.0073,-0.0024,1,1,1,1,1,1,1
1.2424,approach,3,to_lo,0.08412,0.01926,0.09861,0.92031,0.00668,0.05360,-0.00362,-0.0073,-0.0024,0.0171,0.0073,-0.0073,-0.0073,-0.0073,-0.1436,-0.1709,10.4957,1.1355,-0.0659,0.0073,-0.0024,1,1,1,1,1,1,1
1.2825,approach,3,to_lo,0.08412,0.01926,0.09861,0.92031,0.00668,0.05360,-0.00362,-0.0073,-0.0024,0.0171,0.0073,-0.0073,-0.0073,-0.0073,-0.1436,-0.1709,10.4957,1.1355,-0.0659,0.0073,-0.0024,1,1,1,1,1,1,1
