ts,step_idx,joint_index,target_user,actual_user,vel,torq,status_code,result
1781080522.9911847,1,3,0.03366575589884954,0.02880096435546875,-0.012209892272949219,-1.3470077514648438,1,ok
1781080524.1589444,2,3,0.05111904841879284,0.045968055725097656,-0.012209892272949219,-3.329914093017578,1,ok
1781080525.3278272,3,3,0.06857234093873614,0.059700965881347656,-0.0073261260986328125,-11.05640983581543,1,ok
1781080526.491879,4,3,0.08602563345867943,,,,,trip:torque
1781080529.8501158,1,3,-0.013066390664474545,-0.00858306884765625,0.0024423599243164062,4.013675689697266,1,ok
1781080531.015306,2,3,-0.03051968318441784,-0.02460479736328125,0.0073261260986328125,5.353847503662109,1,ok
1781080532.184673,3,3,-0.04797297570436114,-0.042534828186035156,0.0024423599243164062,6.776069641113281,1,ok
1781080533.3527462,4,3,-0.06542626822430443,-0.060845375061035156,0.0073261260986328125,5.353847503662109,1,ok
1781080534.5159714,5,3,-0.08287956074424772,-0.07763004302978516,0.0024423599243164062,4.4923095703125,1,ok
1781080535.6820948,6,3,-0.10033285326419103,-0.09594154357910156,0.0073261260986328125,3.5213680267333984,1,ok
1781080536.8512516,7,3,-0.11778614578413432,-0.11272621154785156,0.0073261260986328125,1.661539077758789,1,ok
1781080538.0036666,8,3,-0.1352394383040776,-0.13027381896972656,0.0073261260986328125,1.1008548736572266,1,ok
1781080539.1555216,9,3,-0.1526927308240209,-0.14782142639160156,-0.0024423599243164062,0.25299072265625,1,ok
1781080540.3310728,10,3,-0.1701460233439642,-0.16308116912841797,0.0073261260986328125,4.287178039550781,1,ok
1781080541.499468,11,3,-0.1875993158639075,-0.18062877655029297,-0.0024423599243164062,7.883762359619141,1,ok
1781080542.6746154,12,3,-0.2050526083838508,-0.19970226287841797,0.0073261260986328125,8.266666412353516,1,ok
1781080543.8475912,13,3,-0.2225059009037941,-0.21763134002685547,0.0073261260986328125,7.9384613037109375,1,ok
1781080545.0225465,14,3,-0.2399591934237374,-0.23327255249023438,0.0024423599243164062,9.716239929199219,1,ok
1781080546.1744497,15,3,-0.25741248594368066,-0.2515830993652344,-0.0024423599243164062,11.275215148925781,1,ok
1781080547.3437803,16,3,-0.274865778463624,-0.2687492370605469,-0.0024423599243164062,12.027351379394531,1,ok
1781080548.5133405,17,3,-0.2923190709835673,-0.2874422073364258,0.0024423599243164062,10.304271697998047,1,ok
1781080549.6648064,18,3,-0.30977236350351056,-0.3053712844848633,0.0073261260986328125,9.278633117675781,1,ok
1781080550.837356,19,3,-0.3272256560234539,-0.3213930130004883,0.0073261260986328125,9.565811157226562,1,ok
1781080551.990936,20,3,-0.34467894854339715,-0.3397035598754883,0.0024423599243164062,8.772647857666016,1,ok
1781080553.1428194,21,3,-0.36213224106334047,-0.3568706512451172,0.0073261260986328125,7.911109924316406,1,ok
1781080554.318113,22,3,-0.37958553358328373,-0.3740367889404297,0.0073261260986328125,7.377777099609375,1,ok
1781080555.493188,23,3,-0.39703882610322705,-0.3919658660888672,-0.0024423599243164062,7.4324798583984375,1,ok
1781080556.6665845,24,3,-0.41449211862317037,-0.4095144271850586,0.0073261260986328125,7.131622314453125,1,ok
1781080557.8379953,25,3,-0.43194541114311363,-0.4255361557006836,-0.0024423599243164062,9.4974365234375,1,ok
1781080559.0082636,26,3,-0.44939870366305695,-0.4446096420288086,0.0024423599243164062,8.85470199584961,1,ok
1781080560.1759496,27,3,-0.4668519961830002,-0.4617757797241211,0.0073261260986328125,8.882049560546875,1,ok
1781080561.3425984,28,3,-0.48430528870294354,-0.478179931640625,-0.0024423599243164062,8.704273223876953,1,ok
1781080562.50752,29,3,-0.5017585812228869,-0.4968719482421875,0.0024423599243164062,7.733333587646484,1,ok
1781080563.6800716,30,3,-0.5192118737428301,-0.5136566162109375,0.0024423599243164062,7.1863250732421875,1,ok
1781080564.833043,31,3,-0.5366651662627734,-0.5315866470336914,0.012209892272949219,7.268375396728516,1,ok
1781080565.9856002,32,3,-0.5541184587827167,-0.5491342544555664,0.0024423599243164062,7.25469970703125,1,ok
1781080567.160363,33,3,-0.57157175130266,-0.5659189224243164,0.0024423599243164062,7.145298004150391,1,ok
1781080568.331396,34,3,-0.5890250438226033,-0.5846109390258789,0.0024423599243164062,6.201709747314453,1,ok
1781080569.5010302,35,3,-0.6064783363425466,-0.6017780303955078,0.0073261260986328125,6.051280975341797,1,ok
1781080570.671522,36,3,-0.6239316288624899,-0.6185626983642578,0.0024423599243164062,5.203418731689453,1,ok
