t_s,phase,swept_joint,direction,q1,q2,q3,q4,q5,q6,q7,v1,v2,v3,v4,v5,v6,v7,tau1,tau2,tau3,tau4,tau5,tau6,tau7,st1,st2,st3,st4,st5,st6,st7
0.0025,approach,2,to_lo,0.08526,-0.02079,0.02804,1.58408,-0.04635,-0.18635,-0.00324,-0.0024,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0073,-0.0068,-0.0068,-0.0479,-0.0122,-0.0024,-0.0073,-0.0122,1,1,1,1,1,1,1
0.0424,approach,2,to_lo,0.08526,-0.02079,0.02804,1.58408,-0.04635,-0.18635,-0.00324,-0.0024,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0073,-0.0068,-0.0068,-0.0479,-0.0122,-0.0024,-0.0073,-0.0122,1,1,1,1,1,1,1
0.0824,approach,2,to_lo,0.08526,-0.02079,0.02804,1.58408,-0.04635,-0.18635,-0.00324,-0.0024,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0073,-0.0068,-0.0068,-0.0479,-0.0122,-0.0024,-0.0073,-0.0122,1,1,1,1,1,1,1
0.1223,approach,2,to_lo,0.08526,-0.01202,0.02804,1.58331,-0.04635,-0.18635,-0.00324,-0.0024,0.1294,-0.0024,-0.0366,0.0073,-0.0220,-0.0073,-0.0342,5.6137,-0.0342,-0.1880,0.0024,-0.0122,-0.0024,1,1,1,1,1,1,1
0.1624,approach,2,to_lo,0.08526,-0.01202,0.02804,1.58331,-0.04635,-0.18635,-0.00324,-0.0024,0.1294,-0.0024,-0.0366,0.0073,-0.0220,-0.0073,-0.0342,5.6137,-0.0342,-0.1880,0.0024,-0.0122,-0.0024,1,1,1,1,1,1,1
0.2024,approach,2,to_lo,0.08526,0.00095,0.02804,1.58026,-0.04673,-0.18635,-0.00324,-0.0073,0.1734,-0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.0479,6.3795,-0.0342,-0.3199,0.0073,-0.0220,-0.0024,1,1,1,1,1,1,1
0.2424,approach,2,to_lo,0.08526,0.00095,0.02804,1.58026,-0.04673,-0.18635,-0.00324,-0.0073,0.1734,-0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.0479,6.3795,-0.0342,-0.3199,0.0073,-0.0220,-0.0024,1,1,1,1,1,1,1
0.2823,approach,2,to_lo,0.08526,0.00095,0.02804,1.58026,-0.04673,-0.18635,-0.00324,-0.0073,0.1734,-0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.0479,6.3795,-0.0342,-0.3199,0.0073,-0.0220,-0.0024,1,1,1,1,1,1,1
0.3224,approach,2,to_lo,0.08526,0.01888,0.02804,1.57835,-0.04635,-0.18635,-0.00324,-0.0024,0.1490,-0.0024,-0.0073,-0.0073,-0.0220,-0.0073,-0.0615,6.5709,-0.0342,-0.6325,0.0073,-0.0269,-0.0024,1,1,1,1,1,1,1
0.3624,approach,2,to_lo,0.08526,0.01888,0.02804,1.57835,-0.04635,-0.18635,-0.00324,-0.0024,0.1490,-0.0024,-0.0073,-0.0073,-0.0220,-0.0073,-0.0615,6.5709,-0.0342,-0.6325,0.0073,-0.0269,-0.0024,1,1,1,1,1,1,1
